index_name;items;timeStamp
matrix;is morpheus alive? is morpheus alive, tank? yes, they're moving him. i don't know where to yet he's alive. we need an exit. you're not far from cypher. - cypher? - i know. - he's at franklin and erie. - got it. got him.;01:25:35,338 -->   01:26:08,829
matrix;where are they? making the call. good.;01:26:09,080 -->   01:26:26,555
matrix;you first, neo shit! tank! no! i don't know. it just went dead. hello, trinity.;01:26:29,767 -->   01:27:11,600
matrix;cypher? where's tank? you know ...   ... for a long time ...   ... i thought i was in love with you. i used to dream about you. you're a beautiful woman, trinity. too bad things had to turn out this way. you killed them. - what? - oh, god. i'm tired, trinity.;01:27:17,190 -->   01:27:43,966
matrix;i'm tired of this war ...   ...i'm tired of fighting. i'm tired of this ship ...   ...being cold, eating the same goddamn goop every day. but most of all ...   ... i'm tired of that jack-off and all of his bullshit. surprise, asshole! i bet you never saw this coming ...   ... did you? god, i wish i could be there ...   ... when they break you. i wish i could walk in just when it happens ...   ... so right then ...   ... you'd know it was me. you gave them morpheus. he lied to us, trinity.;01:27:44,259 -->   01:28:26,258
matrix;he tricked us! if you had told us the truth ...   ... we would've told you to shove that red pill up your ass! that is not true, cypher. he set us free.;01:28:26,801 -->   01:28:37,436
matrix;free? you call this free? all i do is what he tells me to do.;01:28:39,856 -->   01:28:46,862
matrix;if i had to choose between that and the matrix ...   ... i choose the matrix. the matrix isn't real. i disagree, trinity.;01:28:48,031 -->   01:28:55,329
matrix;i think the matrix ...   ...could be more real than this world. all i do is pull the plug here.;01:28:55,663 -->   01:29:04,504
matrix;but there ...   ... you have to watch apoc die. trinity. - welcome to the real world, baby? - but you're out, cypher. - you can't go back. - oh no, that's what you think. they're going to reinsert my body. i go back to sleep and when i wake up, i won't remember a goddamn thing.;01:29:05,048 -->   01:29:27,611
matrix;by the way ...   ... if you have anything terribly important to say to switch ...   ...i suggest you say it now. - no, please don't. - not like this. not like this. too late.;01:29:27,862 -->   01:29:46,588
matrix;goddamn you, cypher! don't hate me, trinity. i'm just the messenger. and right now, i'm going  to prove it to you.;01:29:46,839 -->   01:29:57,307
matrix;if morpheus was right ...   ...then there's no way i can pull this plug. i mean if neo's the one ...   ... then there'd have to be ...   ... some kind of a miracle to stop me. right? i mean, how can he be the one ...   ... if he's dead? you never did answer me before ...   ... if you bought into morpheus' bullshit. come on, all i want is a little yes or no.;01:29:57,850 -->   01:30:25,877
matrix;look into his eyes ...   ... those big, pretty eyes ...   ... tell me ...   ... yes ...   ... or no? - yes. - no! i don't believe it.;01:30:26,629 -->   01:30:46,231
matrix;believe it or not, you piece of shit, you're still gonna to burn! you first. - you're hurt. - i'll be all right.;01:31:04,500 -->   01:31:20,348
matrix;dozer? have you ever stood and stared at it? marveled at its beauty ...   ... its genius? billions of people ...   ... just living out their lives. oblivious.;01:31:38,618 -->   01:32:03,850
matrix;did you know that the first matrix ...   ... was designed to be a perfect human world where none suffered ...   ... where everyone would be happy. it was a disaster. no one would accept the program. entire crops were lost.;01:32:04,101 -->   01:32:21,451
matrix;some believe that ...  ... we lacked the programming language to describe your perfect world. but i believe that ...  ... as a species ...  ... human beings define their reality through misery ...  ... and suffering. the perfect world would dream ...   ... that your primitive cerebrum kept trying to wake up from. which is why the matrix was redesigned to this.;01:32:21,702 -->   01:32:49,938
matrix;"the peak ...   ... of your civilization. i say, ""your civilization"" ...   ... because as soon as we started thinking for you, it became our civilization ...   ... which is, of course, what this is all about. evolution, morpheus. evolution. like the dinosaur. look out that window. you had your time. the future is our world, morpheus. the future is our time. there could be a problem. - what are they doing to him? - breaking into his mind. it's like hacking a computer. all it takes is time.";01:32:50,189 -->   01:33:39,112
matrix;how much time? depends on the mind. eventually, it will crack ...  ...and his alpha patterns will change from this to this. when it does, morpheus tell them anything they want to know.;01:33:39,363 -->   01:33:51,666
matrix;well, what do they want? the leader of every ship is given codes to zion's mainframe computer.;01:33:51,917 -->   01:33:59,132
matrix;if an agent got the codes and got into zion's mainframe ...  ...they could destroy us. we can't let that happen. trinity, zion's more important than me ...   ... or you ...   ... or even morpheus. well, there has to be something we can do. there is. we pull the plug.;01:33:59,383 -->   01:34:20,403
matrix;you're going to kill him? kill morpheus? we don't have a choice. never send a human to do a machine's job.;01:34:20,655 -->   01:34:35,794
matrix;if the insider has failed ...   ... they'll sever the connection as soon as possible, unless -- they're dead. in either case -- we have no choice but to continue as planned. deploy the sentinels. immediately. morpheus, you're more than a leader to us. you're our father. we'll miss you always.;01:34:36,045 -->   01:35:09,035
matrix;stop! i don't believe this is happening. - neo, this has to be done. - does it? i don't know. - this can't be just coincidence. it can't be. - what are you talking about? the oracle. she told me this would happen. she told me that i would have to make a choice.;01:35:10,204 -->   01:35:28,471
matrix;what choice? - what are you doing? - i'm going in. - no, you're not. - i have to. neo, morpheus sacrificed himself so that we could get you out. there's no way that  you're going back in. morpheus did what he did because he believed i am something i'm not.;01:35:31,475 -->   01:35:49,033
matrix;what? i'm not the one, trinity. - the oracle hit me with that too. - no, you have to be. i'm sorry, i'm not. i'm just another guy. no, neo, that's not true. - it can't be true. - why? neo, this is loco. they've got morpheus in a military-controlled building. even if you somehow got inside, those are agents holding him. three of them. i want morpheus back too, but what you're talking about is suicide.;01:35:49,744 -->   01:36:22,192
matrix;that's what it looks like ...   ... but it's not. i can't explain to you why it's not. morpheus believed something, and he was  ready to give his life for what he believed. i understand that now. but that's why i have to go. - why? - because i believe in something.;01:36:22,359 -->   01:36:38,666
matrix;what? i believe i can bring him back. - what are you doing? - i'm going with you. - no, you're not. - no? let me tell you what i believe. morpheus means more to me than he does to you. i believe if you were really serious about saving him, you are going to need my help.;01:36:39,376 -->   01:37:15,370
matrix;and since i am the ranking officer on this ship ...   ... if you don't like it, i believe you can go to hell. because you aren't going anywhere else.;01:37:15,621 -->   01:37:23,628
matrix;tank ...   ... load us up. i'd like to share a revelation that i've had ...   ... during my time here. it came to me when i tried to classify your species ...   ...i realized ...   ... that you're not actually mammals. every mammal on this planet ...   ... instinctively develops a natural  equilibrium with the surrounding environment. but you humans do not.;01:37:23,796 -->   01:38:05,211
matrix;you move to an area and you multiply ...   ... and multiply until every natural resource is consumed. the only way you can survive ...   ... is to spread to another area. there is another organism on this planet ...   ... that follows the same pattern. do you know what it is? a virus. human beings are a disease. a cancer of this planet. you are a plague.;01:38:05,462 -->   01:38:41,289
matrix;and we ...   ... are the cure. okay, so what do you need? besides a miracle. guns. lots of guns.;01:38:41,457 -->   01:39:01,935
matrix;neo ... . no one has ever done anything like this. that's why it's going to work.;01:39:03,687 -->   01:39:15,365
matrix;why isn't the serum working? perhaps we're asking the wrong questions. leave me with him. now. hold on, morpheus. they're coming for you. they're coming.;01:39:15,991 -->   01:39:45,603
matrix;can you hear me, morpheus? i'm going to be honest ...   ... with you. i ...   ... hate ...   ... this place ...   ... this zoo ...   ... this prison ...   ... this reality, whatever you want to call it. i can't stand it any longer. it's the smell. if there is such a thing. i feel saturated by it.;01:39:45,854 -->   01:40:22,390
matrix;i can ...   ... taste ...   ... your stink. and every time i do, i feel i have  somehow been infected by it. it's repulsive.;01:40:22,641 -->   01:40:33,818
matrix;isn't it? i must get out of here. i must get free. and in this mind is the key. my key. once zion is destroyed, there is no need for me to be here.;01:40:35,988 -->   01:40:50,960
matrix;don't you understand? i need the codes. i have to get inside zion ...   ... and you have to tell me how. you're going to tell me ...   ... or you're going to die. would you please remove any metallic items you're carrying. keys, loose change.;01:40:51,253 -->   01:41:31,042
matrix;holy shit! backup. send backup.;01:41:43,138 -->   01:42:10,790
matrix;freeze! what were you doing? he doesn't know.;01:44:25,634 -->   01:44:31,722
matrix;know what? i think they're trying to save him. there is no spoon.;01:44:59,793 -->   01:45:50,676
matrix;find them and destroy them! i repeat, we're under attack! trinity! help! only human. dodge this.;01:45:52,304 -->   01:47:09,004
matrix;- how did you do that? - do what? you moved like they do. i've never seen anyone move that fast. wasn't fast enough.;01:47:09,423 -->   01:47:19,890
matrix;can you fly that thing? not yet. operator. tank, i need a pilot program for a b-212 helicopter. hurry. let's go. no. morpheus, get up. get up, get up. he's not going to make it. gotcha.;01:47:21,017 -->   01:50:48,599
matrix;trinity! i knew it. he's the one.;01:51:30,266 -->   01:51:51,704
matrix;do you believe it now, trinity? morpheus ... . the oracle.;01:51:54,582 -->   01:52:02,131
matrix;- she told me i'm-- - she told you...   ...exactly what you needed to hear. that's all.;01:52:02,507 -->   01:52:09,722
matrix;neo, sooner or later you're going  to realize, just as i did ...   ... there's a difference between knowing the path ...   ... and walking the path. - operator. - tank. - it's good to hear your voice, sir. - we need an exit. got one ready. subway station, state and balboa. - damn it! - the trace was completed. - we have their position. - the sentinels are standing by. order the strike. they're not out yet. you first, morpheus.;01:52:10,056 -->   01:53:31,720
matrix;neo, i want to tell you something ...   ... but i'm afraid of what it could mean if i do. everything the oracle told me has come true. everything but this.;01:53:34,974 -->   01:53:52,658
matrix;but what? neo! - what the hel just happened? - an agent. - you have to send me back. - i can't. mr. anderson. run, neo. run.;01:54:17,559 -->   01:54:37,286
matrix;what is he doing? he's beginning to believe. you're empty. so are you.;01:54:37,537 -->   01:55:45,187
matrix;i'm going to enjoy watching you die ...   ... mr. anderson. jesus, he's killing him. do you hear that, mr. anderson? that is the sound of inevitability. that is the sound of your death. goodbye, mr. anderson.;01:55:46,314 -->   01:58:13,502
matrix;my name ...   ... is neo. - what happened? - i don't know. i lost him. oh, shit. sentinels. - how long? - five, maybe six minutes. tank, charge the emp. - you can't use that until he's out. - i know. don't worry. he's gonna make it.;01:58:16,506 -->   01:59:25,282
matrix;flat or pumps? no, just -- what the -? shit, that's my phone! that guy took my phone! got him! he's on the run. mr. wizard, get me the hell out of here! got a patch on an old exit. wabash and lake.;01:59:25,533 -->   01:59:45,093
matrix;oh, shit! help! need a little help! the door. the door on your left.;02:00:06,657 -->   02:00:31,139
matrix;no, your other left! back door. oh, no. here they come. he's going to make it. fire escape at the end of the alley, room 303. they're inside. hurry, neo. can't be. check him. he's gone. goodbye, mr. anderson.;02:00:37,855 -->   02:03:56,970
matrix;neo ... . i'm not afraid anymore.;02:03:58,431 -->   02:04:03,351
matrix;the oracle told me ...   ...that i would fall in love, and that that man, the man that i loved would be the one. and so you see ...   ... you can't be dead. you can't be ...   ... because i love you. you hear me? i love you. now get up. no.;02:04:03,519 -->   02:05:32,857
matrix;how? he is the one.;02:05:33,734 -->   02:07:02,989
matrix;neo! i know you're out there. i can feel you now. i know that you're afraid. you're afraid of us. you're afraid of change. i don't know the future. i didn't come here to tell you how this is going to end. i came here to tell you how it's going to begin. i'm going to hang up this phone. and then i'm going to show these people what you don't want them to see.;02:07:59,254 -->   02:08:26,030
